CD4Tconv	Fibroblasts	Mono/Macro	Malignant	Plasma	Pericytes	CD8Tex	DC	Tprolif	B	Mast	Endothelial	Treg
POSTN	-1.28	2.71	-1.22	-1.21	-1.21	0.45	-1.21	-1.21	-1.21	-1.21	-1.2	-0.62	-1.23
IGFBP5	-1.3	0.88	-1.24	-1.02	-1.23	0.36	-1.22	-1.21	-1.22	-1.22	-1.22	0.79	-1.25
CXCL1	-1.33	1.31	0.64	0.36	-1.27	-0.47	-1.2	-1.08	-1.23	-1.26	-1.25	-0.95	-1.28
KRT15	-1.34	-1.3	-1.28	1.28	-1.27	-1.14	-1.24	-1.26	-1.24	-1.27	-1.26	-1.26	-1.29
MMP2	-1.34	2.08	-1.24	-1.26	-1.28	-0.73	-1.27	-1.26	-1.27	-1.27	-1.26	-0.44	-1.29
COL6A1	-1.36	2.29	-1.25	-1.26	-1.3	1.05	-1.29	-1.25	-1.29	-1.29	-1.29	0	-1.31
CTHRC1	-1.37	2.82	-1.31	-1.16	-1.19	-0.26	-1.29	-1.3	-1.29	-1.3	-1.29	-0.39	-1.32
SERPINF1	-1.39	1.4	-1.21	-1.22	-1.32	0.5	-1.31	-0.65	-1.31	-1.3	-1.07	-1.2	-1.34
MMP11	-1.39	3.09	-1.33	-1.3	-1.32	0.67	-1.31	-1.31	-1.32	-1.29	-1.31	-1.26	-1.34
FABP5	-1.42	-1.78	-0.42	1.76	-2.03	-1.27	-0.38	0	-0.3	-0.92	-1.82	0.3	-1.45
C1S	-1.43	1.33	-1.35	-1.13	-1.36	0.49	-1.35	-1.35	-1.35	-1.35	-1.35	-1.14	-1.38
MYL9	-1.44	1.78	-1.3	-1.04	-1.36	2.27	-1.33	-1.19	-1.34	-1.34	-1.34	-0.5	-1.38
PERP	-1.45	-0.87	-1.87	1.94	-1.84	-1.37	-1.39	-1.81	-1.4	-1.84	-1.8	-1.23	-1.31
CTSK	-1.45	2.53	-1.29	-1.38	-1.39	0	-1.37	-0.67	-1.38	-1.38	-1.36	-1.34	-1.4
CLU	-1.46	-0.88	-1.46	-0.58	-1.48	-1	-1.34	-1.36	-1.38	-1.32	1.75	-0.52	-1.47
CCL2	-1.46	0.57	0.7	-1.39	-1.39	0.65	-1.38	-1.21	-1.38	-1.38	-0.94	0.35	-1.41
TM4SF1	-1.48	-1.12	-1.39	1.47	-1.41	-0.8	-1.37	-1.36	-1.37	-1.4	-1.4	1.35	-1.42
TACSTD2	-1.48	-1.43	-1.39	2.67	-1.41	-1.29	-1.36	-0.97	-1.37	-1.4	-1.4	-1.1	-1.43
COL6A2	-1.51	2.11	-1.41	-1.42	-1.47	1.18	-1.45	-1.38	-1.45	-1.46	-1.45	-0.28	-1.47
CD63	-1.52	1.25	0.58	-0.43	-1.07	0.66	-0.61	-0.43	-0.72	-1.78	0.45	0	-1.21
LGALS1	-1.53	1.83	0.42	-1.98	-1.63	0.87	-0.59	0	0	-1.77	0	0.63	-0.57
MFAP4	-1.53	0.39	-1.47	-1.46	-1.46	0	-1.45	-1.45	-1.45	-1.45	-1.45	-1.41	-1.48
IGFBP4	-1.55	1.15	-1.5	-1.17	-1.81	1.17	-1.67	-1.62	-1.66	-1.78	-1.78	0.38	-1.7
EGR1	-1.55	0.63	-0.48	0.27	-1.62	0.7	-1.49	-1.27	-1.46	-1.61	0	0	-1.7
TIMP3	-1.55	1.06	-1.33	-0.98	-1.48	0	-1.47	-1.46	-1.47	-1.47	-0.65	-0.51	-1.5
CYR61	-1.56	1.47	-1.5	-0.85	-1.48	0.68	-1.46	-1.48	-1.46	-1.47	-1.47	0.91	-1.5
CCL3	-1.58	-1.43	2.23	-1.58	-1.52	-1.42	0.51	-0.36	0.68	-1.52	-1.53	-1.58	-1.52
SERPING1	-1.59	1.16	-0.41	-1.31	-1.5	1.23	-1.51	-1.35	-1.51	-1.51	-1.45	-0.39	-1.53
RARRES2	-1.59	2.56	-1.52	-1.51	-1.52	-0.32	-1.51	-1.48	-1.51	-1.51	-1.51	-1.4	-1.54
CALD1	-1.61	2.03	-1.53	-1.35	-1.54	2.07	-1.52	-1.52	-1.52	-1.52	-1.52	0	-1.55
TAGLN	-1.62	2.31	-1.48	-1.46	-1.55	2.36	-1.54	-1.53	-1.54	-1.54	-1.53	-0.88	-1.57
SFN	-1.64	-1.58	-1.55	1.94	-1.57	-1.36	-1.46	-1.55	-1.47	-1.56	-1.56	-1.53	-1.57
SPARCL1	-1.64	-0.36	-1.57	-1.54	-1.57	1.97	-1.56	-1.56	-1.56	-1.56	-1.56	0.93	-1.59
CXCL2	-1.66	0.35	1.52	-1.2	-1.6	0.51	-1.56	0	-1.57	-1.58	-0.88	-0.31	-1.61
BGN	-1.66	2.26	-1.58	-1.51	-1.58	1.82	-1.57	-1.57	-1.57	-1.58	-1.57	-0.5	-1.6
IGFBP6	-1.67	-0.29	-1.6	-1.05	-1.59	-0.97	-1.55	-1.53	-1.55	-1.59	-1.56	-1.45	-1.61
FBLN1	-1.67	0.4	-1.6	-1.4	-1.59	-0.83	-1.58	-1.58	-1.58	-1.58	-1.58	-1.42	-1.61
CXCL8	-1.72	-0.86	1.95	-0.93	-1.72	-0.65	-1.66	0.58	-1.68	-1.67	-1.55	-1.1	-1.67
IL1B	-1.72	0	2.41	-1.35	0	0	0	0.97	0	0	0	0	0
CD9	-1.74	-0.89	-0.37	1.5	-1.62	0	-1.29	-1.29	-1.2	-1.57	0.52	0.45	-1.67
APOD	-1.75	-1.32	-1.69	-1.64	-1.68	0	-1.61	-1.65	-1.62	-1.67	-1.67	0	-1.69
GSTP1	-1.81	-0.28	-0.78	1.34	-1.21	-0.5	-0.93	0	-1.08	-1.72	-1.08	-0.86	-1.84
IER3	-1.82	0.54	1.21	0.53	-1.81	0.27	-1.47	0	-1.47	-1.91	0	0.51	-1.72
HLA-DRA	-1.86	-2.74	2.14	-1.72	-2.57	-2.63	-0.48	2.12	-0.39	1.13	-1.75	0	-1.77
TIMP1	-1.91	0.79	0.55	-1.9	-1.77	1.39	-2.09	0.34	-2.16	-2.36	0	-0.32	-1.9
KRT19	-1.92	-1.87	-1.86	2.36	-1.86	-1.65	-1.76	-1.84	-1.76	-1.85	-1.34	-1.8	-1.87
FN1	-1.94	2.69	-0.99	-1.8	-1.86	0.81	-1.85	-1.78	-1.85	-1.86	-1.84	-0.64	-1.88
SFRP2	-1.95	1.53	-1.89	-1.87	-1.87	0	-1.87	-1.87	-1.87	-1.86	-1.86	-1.82	-1.89
KRT5	-2.01	-1.92	-1.92	1.53	-1.94	-1.59	-1.77	-1.88	-1.79	-1.94	-1.92	-1.87	-1.95
IFI27	-2.01	0.3	-0.5	1.05	-1.83	0.38	-1.52	-1.7	-1.62	-2.19	-1.54	1.03	-1.32
S100A8	-2.16	-2.08	1.37	3.05	-2.11	-1.87	-2	-1.73	-2.04	-2.1	-2.07	-2	-2.11
KRT14	-2.19	-2.07	-2.09	0.97	-2.14	-1.65	-1.87	-2.11	-1.96	-2.12	-2.09	0.28	-2.13
IFITM3	-2.27	1.09	0.26	-0.73	-2.74	1.39	-1.77	0	-1.83	-2.7	-0.38	0.88	-2.13
LUM	-2.33	2.43	-2.26	-2.02	-2.25	0	-2.23	-2.24	-2.24	-2.24	-2.22	-2.06	-2.27
S100A9	-2.37	-2.29	1.24	2.99	-2.33	-2.08	-2.17	-1.81	-2.22	-2.3	-2.27	-2.19	-2.32
KRT6A	-2.38	-2.26	-2.28	2.26	-2.31	-1.88	-2.12	-2.29	-2.11	-2.3	-2.29	-2.21	-2.32
GSN	-2.4	-1.27	-0.55	-1.38	-2.35	-0.26	-2.32	0	-2.32	-1.92	0	-0.79	-2.32
S100A2	-2.43	-2.22	-2.26	1.6	-2.38	-1.95	-2.06	-2.32	-2.09	-2.37	-2.31	-2.26	-2.36
COL3A1	-2.49	3.39	-2.41	-2.36	-2.41	0.96	-2.39	-2.39	-2.39	-2.4	-2.39	-2.29	-2.43
MGP	-2.51	-0.82	-2.42	-2.41	-2.42	1.04	-2.41	-2.4	-2.42	-2.41	-2.41	0.65	-2.44
KRT17	-2.53	-2.35	-2.39	1.75	-2.47	-1.99	-2.17	-2.43	-2.17	-2.45	-2.44	-2.35	-2.47
CST3	-2.63	1.31	1.25	-0.64	-2.41	0.35	-2.49	1.39	-2.53	-2.56	0	0	-2.58
COL1A2	-2.65	3.27	-2.57	-2.53	-2.56	0.87	-2.55	-2.53	-2.55	-2.56	-2.55	-2.46	-2.59
IGFBP7	-2.69	0.63	-2.41	-2.28	-2.61	2.42	-2.56	-2.28	-2.58	-2.59	-2.48	1.73	-2.63
SPARC	-2.76	2.59	-2.56	-2.63	-2.67	1.81	-2.66	-2.54	-2.66	-2.66	-2.44	0.55	-2.7
CFD	-2.81	-2.54	-1.61	-2.4	-2.74	-2.68	-2.72	-2.6	-2.72	-2.72	-2.68	-2.63	-2.75
COL1A1	-3.02	3.77	-2.93	-2.82	-2.94	0.76	-2.93	-2.91	-2.93	-2.93	-2.93	-2.77	-2.96
DCN	-3.21	0.92	-3.13	-3	-3.13	-0.72	-3.11	-3.11	-3.12	-3.12	-3.11	-2.92	-3.15
AIF1	-0.6	-0.66	2.31	-0.62	0	0	-0.57	1.15	0	-0.6	0	-0.64	-0.6
STK10	0.26	-0.27	0	-0.28	-0.28	0	0.25	0	0	0	0	0	0
TBRG1	0.28	0	0	-0.32	-0.48	0	0.28	0	0	0	0	0	0
FAM102A	0.27	0	-0.25	0	0	0	0	0	0	0.6	0	0	0
TANK	0.35	-0.34	0	-0.4	-0.59	-0.35	0.31	0	0.27	0.27	0	-0.35	0.54
PRPF38B	0.31	-0.26	-0.26	-0.27	-0.51	0	0.27	0	0.34	0	0	0	0.31
RSRP1	0.27	-0.27	-0.32	-0.28	-0.78	0	0.29	0	0	0	0	0	0
MAT2B	0.31	-0.33	-0.43	-0.33	-0.5	0	0.27	-0.26	0	0	0	0	0.53
HNRNPUL1	0.33	-0.27	-0.27	0	-0.57	0	0.27	0	0.34	0.32	-0.25	0	0
CASP8	0.29	-0.29	0	0	0	-0.26	0.27	0	0	0	0	0	0.35
ORAI1	0.28	0	0	0	0	0	0	0	0	0	0	0	0
NUP98	0.31	-0.3	0	-0.27	-0.41	0	0.28	0	0	0	0.28	0	0
XBP1	-0.27	0.81	0	-0.43	1.6	0	-0.43	0	-0.34	-0.72	0	-0.33	-0.4
ACTA2	-0.94	1.54	-1.1	-1.12	-1.13	2.86	-0.83	-1.09	-0.81	-1.04	-1.1	-1.03	-0.78
VPS37B	0.3	-0.56	0	-0.3	-0.57	-0.49	0.39	-0.44	0	-0.51	0.31	-0.28	0
ACP5	-0.29	-0.68	1.2	-0.61	-0.79	-0.45	0.38	0	0	-0.49	0.28	-0.8	0.88
HMGN2	-0.36	-0.39	-0.57	-0.5	-1.31	0	0.95	0	1.64	1.43	0	0.75	-0.28
PLEK	-0.4	-0.55	1.62	-0.53	-0.42	-0.53	-0.34	1.24	0	0	0	-0.53	-0.39
STAT5A	0.26	0	0	-0.25	-0.29	0	0.25	0	0	0	0	0	0.32
CHORDC1	0.3	-0.37	0	-0.53	-0.73	-0.29	0.31	0	0.31	0.37	0	-0.38	0.4
GPCPD1	0.31	-0.36	0.45	-0.26	-0.39	0	0	0	0	0	0	0	0
PLIN2	0.34	-0.34	1.05	-0.76	-0.81	-0.34	0	-0.32	0	-0.4	0.56	-0.38	0
C9orf78	0.29	0	-0.25	0	-0.51	0	0.29	0	0	0	0	0	0
HMGA1	-0.3	-0.73	0	0.79	-0.76	-0.9	-0.43	0	0	0.99	-0.31	-0.73	-0.46
CERK	0.25	0	0	0	0	0	0	0	0	0	0	0	0
DGKA	0.29	0	0	0	-0.26	0	0	0	0	0	0	0	0
JMY	0.26	0	0	0	0	0	0	0	0	0	0	0	0.31
NFKBIA	-0.49	-0.34	1.03	0.66	-1.25	-0.39	-0.57	0.51	-0.44	-1.57	1.19	0.64	-0.45
AMD1	0.29	-0.43	-0.29	0	-0.62	-0.27	0.27	0	0	0.54	0	-0.3	0
MT1E	0.76	-0.25	-0.83	-0.72	-1.25	0	-0.28	-0.69	0	-1.43	-0.89	-1.01	0
GZMB	-1.18	-1.86	-1.8	-1.81	-1.62	-1.8	1.36	0	1.32	-1.77	-1.61	-1.79	0
RILPL2	0.31	-0.37	0.47	-0.44	-0.57	0	0	0.37	0	-0.27	0	0	0
TRIM22	0.28	0.55	-0.26	-0.49	-0.66	0	0.43	0	0	0.42	-0.44	-0.35	0.3
PFKFB3	0.31	-0.26	0.53	-0.28	-0.56	0	0.29	0.43	0	-0.29	-0.36	0	0.31
IDI1	0.31	-0.42	-0.31	-0.25	-0.51	-0.35	0.26	0	0	0.5	0	0	0
SESN3	0.42	0	-0.26	0	-0.37	0	0	0	0	0.55	0	0	0
ARRDC2	0.26	0	0	0	-0.27	0	0	0	0	0.44	0	0	0
STAM	0.32	0	-0.28	-0.26	-0.34	0	0	0	0	-0.25	0	-0.27	0.79
AKIRIN1	0.29	-0.26	0	0	-0.46	0	0.31	0	0	0	0	0	0
DNAJB1	0.37	-0.71	0	-0.64	-0.8	0	0.52	0	0.83	-1.48	0	-0.93	0.36
GSPT1	0.34	-0.3	-0.28	0	-0.46	-0.31	0.26	0	0	0	0	0	0.25
PLK3	0.3	0	0.45	-0.32	-0.52	0	0	0	0	-0.42	0.72	0	0
CAPZA1	0.25	-0.28	0	-0.37	-0.62	0	0.26	0	0.3	0.45	0	-0.3	0.32
CSK	0.25	-0.4	0	-0.29	-0.43	-0.31	0.41	0	0.33	0.8	0	-0.31	0.53
RALGAPA1	0.29	-0.31	-0.27	-0.27	-0.4	0	0.4	0	0	0	0.63	0	0
SLBP	0.26	-0.38	-0.42	-0.36	-0.69	-0.26	0.65	-0.29	0.62	0.76	0	-0.41	0
MT-CO2	-0.27	-0.39	0	0.46	-1.32	0	-0.44	0	-0.3	0	0	0.45	-0.34
CCSER2	0.28	-0.27	-0.29	-0.26	-0.42	0	0.33	0	0	-0.26	0	0	0.26
RANBP2	0.28	-0.35	0.26	-0.37	-0.54	-0.26	0.37	0	0	0.28	0.76	0	0
ITM2B	-0.32	0.78	0.58	-0.29	-1.62	0.51	-0.65	-0.5	-0.66	-1.44	0	0.32	-0.38
SUN2	0.26	-0.27	0	-0.28	-0.42	0	0.32	-0.27	0.42	0	0	0	0
SS18L2	0.26	0	-0.31	0	-0.39	0	0.29	0	0.25	0.28	0	0	0
HSPD1	0.3	-0.76	0.31	-0.38	-1.01	-0.51	0.52	0	0.6	0	0	-0.55	0.41
PPDPF	-0.27	-0.25	-0.67	0.84	-1.49	0	0.27	-0.4	0	-0.51	0	-0.41	0
SSR4	-0.37	0.41	-0.34	-0.26	1.9	-0.3	-0.29	-0.32	-0.52	-0.29	0	0	0
ODF2L	0.29	0	-0.4	0	-0.41	0	0	-0.36	0	-0.36	-0.29	0	0
WDR74	0.35	-0.31	-0.27	0	-0.34	0	0	0	0	0.82	0	0	0
CD83	-0.57	-1.17	1.05	-1.21	-1.34	-1.23	-0.26	1.68	-0.27	0.91	0.86	-1.21	0
GNLY	-1.41	-2.38	-2.33	-2.34	-2.33	-2.31	1.47	-1.94	1.34	-2.31	-2.19	-2.32	-0.68
TIFA	0.36	-0.3	-0.25	0	0	-0.29	0	0	0	0	0	0	0.31
ATM	0.26	0	0	0	0	0	0	0	0	0.39	0	0	0
SOCS3	-0.34	0.5	0.44	-0.46	-0.62	0.37	-0.69	0	-0.65	-0.98	-0.91	0.4	-0.47
HLA-DPA1	-0.94	-2.04	1.95	-1.76	-1.67	-1.9	-0.4	2.13	0	0.88	-0.91	0	-0.68
TSPYL1	0.28	0	0	0	-0.31	0	0	0	0	0	0	0	0
FAM118A	0.26	0.26	-0.27	-0.26	-0.36	0	0.35	0	0	0	-0.31	0	0
SESN1	0.29	0	0	0	0	0	0	0	0	0	0	0	0
CDK17	0.26	0	-0.25	-0.25	-0.28	0	0.27	0	0	0	0	0.34	0
NFKB2	0.27	-0.26	0.29	-0.3	-0.46	-0.29	0	0.29	0	0.3	0.42	0	0.37
IGKC	-1.94	-2	0	-1.98	3.09	-1.96	-1.88	-0.7	0	0.99	0	-1.91	-1.85
ABHD14B	0.26	0	-0.26	-0.28	-0.37	0	0	0	0	0.31	0	0	0
LINC00152	0.29	-0.43	-0.28	-0.78	0	0.72	0.49	-0.36	0.64	-0.44	-0.49	-0.27	0.62
ATP2B4	0.27	0	-0.35	-0.32	-0.43	0.26	0.3	-0.28	0	-0.44	-0.29	0	0
SAMHD1	0.28	0.47	0.79	-0.39	-0.45	0	0	0.5	0	-0.34	-0.44	0	0.33
NABP1	0.25	-0.3	0.33	-0.3	-0.28	-0.26	0	0.75	0	0	0	0	0
USP3	0.28	0	0	0	0	0	0	0	0	0	0	0	0
CCNDBP1	0.25	0	-0.33	-0.38	-0.41	0	0.28	0	0	0	0	-0.33	0.35
MZB1	-0.52	-0.64	0	-0.62	2.35	0	-0.35	0	-0.44	1.09	0	0	0
CENPC	0.26	0.49	-0.28	0	0	0	0	0	0	0	0	0	0
CD99	-0.28	1.01	-0.52	-0.78	-1.46	0	0	-0.93	0	-0.66	0	0.47	-0.44
PPP1CB	0.27	-0.27	0	0.25	-0.62	0	0	0	0	0	0	0	0
DNAJB9	0.27	0.51	0	-0.34	0.33	0	0	0	0	0	0.25	0	0
SSH2	0.25	-0.28	0	0	-0.32	0	0	0	0	0.27	0	0	0
CCL4L2	-0.81	-1.76	1.79	-1.68	-1.69	-1.7	0.57	0	0.92	-1.6	0	-1.66	-1.35
HLA-DPB1	-0.86	-1.79	1.87	-1.75	-1.87	-1.62	-0.35	2.31	0	0.85	-0.85	-1.13	-0.76
GZMH	-0.35	-0.85	-0.81	-0.81	-0.8	-0.8	0.98	-0.74	0.82	-0.8	-0.77	-0.79	-0.4
CCL4	-1.03	-2.42	1.76	-2.35	-2.28	-2.36	0.94	0	1.4	-2.18	-1.26	-2.36	-1.44
RNF138	0.25	0	0	0	-0.33	0	0	0	0	0.31	0	0	0
GNA15	0.27	-0.51	0.38	-0.41	-0.49	-0.48	0.27	0.61	0	-0.48	0.56	-0.38	0.55
GZMA	-0.45	-1.57	-1.52	-1.52	-1.51	-1.51	1.44	-1.38	1.42	-1.5	-1.44	-1.5	0
SYAP1	0.26	-0.28	0.3	-0.26	-0.49	0	0.28	0	0	0.47	0.77	-0.26	0
YIPF5	0.29	0.29	-0.25	0	0	0	0	-0.3	0	0	0	0	0
TGFB1	0.27	-0.26	0	-0.54	-0.53	0	0.41	0	0	0	0	0	0
IFNAR2	0.25	0	0	0	0.3	0	0	0	0	0	0	0	0.36
KLF2	0.3	1.02	0	-0.66	0	0	-0.48	-0.56	-0.44	-0.46	-0.47	0.74	-0.54
CITED2	0.3	-0.36	0	-0.44	0.4	0	0.39	-0.4	0	-0.51	-0.44	0	0
DEDD2	0.26	-0.35	0	-0.32	-0.41	-0.36	0.27	0	0.37	0	0	-0.29	0.34
NMB	0.26	0.28	0	0.36	-0.29	0	0	0	0	-0.26	-0.28	0	0
BCL2A1	-0.68	-1.03	1.79	-0.97	-1	-1.01	-0.73	1.51	0	0.56	0.71	-0.98	-0.73
MT2A	0.64	-0.36	-0.38	-1.48	-1.62	0	-0.34	-0.5	0	-2.14	0	-0.33	-0.33
MT1X	1.01	-0.73	-0.62	-0.37	-0.61	-0.43	-0.32	-0.47	0	-1.5	0	-1.05	-0.32
CD74	-1.03	-3.18	1.75	-2.26	-0.84	-3.52	-0.29	1.95	0	1.37	-1.33	0	-0.66
MAGEH1	0.38	-0.25	-0.34	-0.35	-0.26	0	0	-0.31	0	-0.3	0	0	0.89
NEU1	0.25	-0.35	0	-0.35	0	0	0.35	0	0	0	0	-0.29	0
MIR4435-2HG	0.29	-0.35	-0.32	-0.26	-0.59	0.81	0.34	-0.33	0.39	-0.58	0	0	0.87
MMP1	0	2.94	0	-0.59	0	0	0	0	0	0	0	-0.94	0
MMP3	0	2.66	0	0	0	0	0	0	0	0	0	0	0
CST1	0	2.39	0	0	0	0	0	0	0	0	0	0	0
SFRP4	0	2.29	0	0	0	0	0	0	0	0	0	0	0
IL24	0	1.61	0	0	0	1.02	0	0	0	0	0	0	0
CCL11	0	1.5	0	0	0	0	0	0	0	0	0	0	0
CHI3L1	0	1.4	0	0.53	0	0	0	0	0	0	0	0	0
COL11A1	0	1.37	0	0	0	0	0	0	0	0	0	0	0
COL10A1	0	1.34	0	0	0	0	0	0	0	0	0	0	0
ACTG2	0	1.2	0	0.28	0	0.79	0	0	0	0	0	0	0
ASPN	0	1.18	0	0	0	1.44	0	0	0	0	0	0	0
DIO2	0	0.99	0	0	0	0	0	0	0	0	0	0	0
ADAMTS2	0	0.94	0	0	0	0.4	0	0	0	0	0	0	0
ARF4	0	0.92	-0.33	-0.35	-0.42	0.36	-0.32	-0.26	-0.36	0	-0.36	0	0
MMP13	0	0.9	0	0	0	0	0	0	0	0	0	0	0
WNT5A	0	0.89	0	0	0	0	0	0	0	0	0	0	0
EGFL6	0	0.85	0	0	0	1.95	0	0	0	0	0	0	0
PLPP4	0	0.85	0	0	0	0	0	0	0	0	0	0	0
CREB3L1	0	0.85	0	0.52	0	0	0	0	0	0	0	0	0
COL7A1	0	0.83	0	0	0	0	0	0	0	0	0	0	0
LOX	0	0.79	0	0	0	0	0	0	0	0	0	0	0
CPXM1	0	0.79	0	0.67	0	0.4	0	0	0	0	0	0	0
BMP1	0	0.76	0	0	0	0.68	0	0	0	0	0	0	0
ITGB5	0	0.75	0	0	0	0	0	0	0	0	0	0	0
TUBA1A	0	0.74	-0.37	-1.5	-1.65	0.66	0	0.26	0	-1.11	1.06	0	0
FTH1	0	0.72	1.22	-0.5	-2.73	0	-1.11	0.77	-1.22	-1.6	0.61	-1.09	-0.64
NTM	0	0.72	0	0	0	0	0	0	0	0	0	0	0
GPM6B	0	0.72	0	0	0	0.93	0	0	0	0	0	0	0
GPC6	0	0.71	0	0	0	0	0	0	0	0	0	0	0
ADAMTS12	0	0.71	0	0	0	0.54	0	0	0	0	0	0	0
IL11	0	0.7	0	0	0	0	0	0	0	0	0	0	0
ADAM12	0	0.7	0	0	0	0.42	0	0	0	0	0.61	0	0
RGS3	0	0.69	-0.3	-0.27	-0.3	0	0	-0.28	0	-0.3	0.4	0.61	0
CMTM3	0	0.69	-0.26	-0.49	-0.57	0	0	0	0	-0.39	0	0	0
FIBIN	0	0.69	0	0	0	0	0	0	0	0	0	0	0
WNT2	0	0.68	0	0	0	0	0	0	0	0	0	0	0
KIAA1217	0	0.66	0	0.44	0	0	0	0	0	0	0	0	0
MSRB3	0	0.66	0	0	0	0.65	0	0	0	0	0	0.33	0
PTGDS	0	0.65	0	0	0	0	0	0	0	0	0	-0.57	0
FMOD	0	0.65	0	0	0	0.89	0	0	0	0	0	0	0
TWIST2	0	0.65	0	0	0	0	0	0	0	0	0	0	0
OLFML2B	0	0.65	0.34	0	0	1.01	0	0	0	0	0	0	0
FKBP7	0	0.65	0	0	0	0.3	0	0	0	0	0	0	0
SPATS2L	0	0.64	-0.27	0	-0.51	0.48	0	0	0	-0.5	0	0	0
CLMP	0	0.64	0	0	0	0	0	0	0	0	0	0	0
C1QTNF6	0	0.63	0	0	0	0.42	0	0	0	0	0	0	0
PODNL1	0	0.63	0	0	0	0	0	0	0	0	0	0	0
P3H1	0	0.62	0	0	0	0.28	0	0	0	0	0	0	0
ITGA11	0	0.62	0	0	0	0	0	0	0	0	0	0	0
CXCL6	0	0.62	0	0.36	0	0	0	0	0	0	0	0	0
CAPZB	0	0.61	0.32	-0.33	-1.23	0	0	0	0	-0.35	-0.25	0	0
CHN1	0	0.61	-0.28	-0.27	-0.27	0.81	0	-0.25	0	-0.27	-0.25	0	0
GUCY1A3	0	0.6	0	0	0	0.89	0	0	0	0	0	0	0
SMIM3	0	0.6	0.47	-0.32	-0.39	0.34	0	0	0	-0.39	0.63	-0.34	0
RPS27L	0	0.6	-0.33	-0.6	-0.41	0.41	0	0	0	-0.52	0	0	0.47
SPON1	0	0.6	0	0	0	0	0	0	0	0	0	0	0
SH3PXD2B	0	0.59	0.29	0	0	0	0	0	0	0	0	0	0
COL16A1	0	0.59	0	0	0	0	0	0	0	0	0	0	0
LXN	0	0.59	0	0.64	-0.26	0	0	0	0	-0.25	0	0.32	0
MMD	0	0.59	0	0	0	0	0	0	0	0	0	0	0
SLC39A13	0	0.59	0	0	0	0	0	0	0	0	0	0	0
EPYC	0	0.59	0	0	0	0	0	0	0	0	0	0	0
SGCB	0	0.58	-0.26	0	0	0.44	0	-0.25	0	0	-0.26	0	0
VIM	0	0.58	0.32	-3.4	-1.54	0.93	0	0.62	0	-1.89	1.06	0.68	-0.35
ILK	0	0.58	0	-0.39	-0.56	0.7	0	0	0	-0.3	0	0	0
RUNX1	0	0.58	0.37	0.26	-0.36	0	0	0	0	-0.29	0	-0.3	0
WIPI1	0	0.58	0	0	0	0.26	0	0	0	-0.25	0	0	0
NEXN	0	0.58	0	0	0	0.52	0	0	0	0	0	0	0
LRRC17	0	0.57	0	0	0	0	0	0	0	0	0	0	0
RP11-400N13	0	0.57	0	0	0	0	0	0	0	0	0	0	0
FNDC1	0	0.57	0	0	0	0	0	0	0	0	0	0	0
STEAP2	0	0.56	0	0.29	0	0	0	0	0	0	0	0	0
P3H4	0	0.56	0	0.37	0	0	0	0	0	0	0	0	0
SEC13	0	0.55	0	0	0	0.33	0	0	0	-0.31	0	0	0
CEMIP	0	0.55	0	0	0	0	0	0	0	0	0	0	0
SRPX2	0	0.55	0	0	0	0	0	0	0	0	0	0	0
LRRC15	0	0.55	0	0	0	0	0	0	0	0	0	0	0
SEC31A	0	0.55	0	0	-0.33	0.39	0	0	0	0	0	0	0
LOXL1	0	0.55	0	0	0	0	0	0	0	0	0	0	0
SLC16A3	0	0.54	0.81	-0.46	-0.57	0	0	0.29	0	-0.45	0	-0.25	0
DSEL	0	0.54	0	0	0	0	0	0	0	0	0	0	0
GPX7	0	0.54	0	0.34	0	0	0	0	0	0	0	0	0
CNN2	0	0.54	-0.33	0.48	-1.05	0	0.25	0.33	0	0.5	-0.35	-0.6	0
PHLDA1	0	0.52	-0.33	-0.61	-1.45	0.96	0.53	-0.87	0.64	-1.44	-0.41	0	0.34
FLNA	0	0.52	0.73	-0.57	-1.05	0.6	0	0	0	-0.89	-0.29	0.35	0
PMEPA1	0	0.51	-0.25	0	-0.37	0.49	0	0	0	-0.37	0	0.29	0
MAGED2	0	0.51	-0.4	-0.38	-0.43	0.66	-0.26	-0.42	0	-0.39	0	0.32	0
PTGER3	0	0.51	0	0	0	0	0	0	0	0	0	0	0
DUSP1	0	0.51	0.44	-0.56	-0.83	0.31	-0.35	0	0	-1.4	0	0	-0.66
IKBIP	0	0.5	0	-0.3	0	0.41	0	0	0	0	0	0.39	0
GLMP	0	0.5	0.3	0	-0.28	0	0	0	0	-0.28	0	0	0
TMEM119	0	0.5	0	0	0	0	0	0	0	0	0	0	0
RGS4	0	0.5	0	0	0	0.33	0	0	0	0	0	0	0
SORBS3	0	0.5	-0.26	0.38	-0.35	0.63	-0.32	-0.28	-0.33	-0.35	-0.32	0.26	-0.34
SLC39A7	0	0.49	0	0	0	0	0	0	0	-0.28	0	0	0
MRGPRF	0	0.49	0	0	0	0.48	0	0	0	0	0	0	0
RAB2A	0	0.49	-0.26	0.39	-0.6	0.43	0	-0.3	0	-0.42	0	0	0
AKR1B1	0	0.49	-0.25	-0.29	-0.38	0	0	0	0	0	0	-0.28	0
C12orf57	0	0.49	-0.99	-0.51	-0.94	0.5	0	-0.85	0	-0.51	0	-0.42	0
CNN1	0	0.48	0	0	0	0.77	0	0	0	0	0	0	0
SNAI2	0	0.48	0	0.32	0	0.38	0	0	0	0	0	0	0
