"CD4Tconv"	"Fibroblasts"	"Mono/Macro"	"Malignant"	"Plasma"	"Pericytes"	"CD8Tex"	"DC"	"Tprolif"	"B"	"Mast"	"Endothelial"	"Treg"
"GPR183.4"	0	2.72	0	0	0	0	0	0	0	0	0	0	0
"GZMB.4"	0	2.59	0	0	0	0	0	0	0	0	0	0	0
"IRF7.3"	0	2.59	0	0	0	0	0	0	0	0	0	0	0
"NR4A3.3"	0	2.35	0	0	0	0	0	0	0	0	0	0	0
"LDLRAD4.4"	0	2.21	0	0	0	0	0	0	0	0	0	0	0
"IRF4.4"	0	2.14	0	0	0	0	0	0	0	0	0	0	0
"TSPAN13.2"	0	2.01	0	0	0	0	0	0	0	0	0	0	0
"IRF8.3"	0	2.01	0	0	0	0	0	0	0	0	0	0	0
"IL3RA.1"	0	1.85	0	0	0	0	0	0	0	0	0	0	0
"RGS2.4"	0	1.77	0	0	0	0	0	0	0	0	0	0	0
"DUSP5.3"	0	1.76	0	0	0	0	0	0	0	0	0	0	0
"CD83.4"	0	1.76	0	0	0	0	0	0	0	0	0	0	0
"SEC61B.1"	0	1.71	0	0	0	0	0	0	0	0	0	0	0
"SCT.1"	0	1.68	0	0	0	0	0	0	0	0	0	0	0
"SLC7A5.4"	0	1.67	0	0	0	0	0	0	0	0	0	0	0
"THBD.3"	0	1.66	0	0	0	0	0	0	0	0	0	0	0
"AREG.4"	0	1.63	0	0	0	0	0	0	0	0	0	0	0
"HERPUD1.4"	0	1.62	0	0	0	0	0	0	0	0	0	0	0
"CD74.3"	0	1.6	0	0	0	0	0	0	0	0	0	0	0
"RAB11FIP1.3"	0	1.5	0	0	0	0	0	0	0	0	0	0	0
"HLA-DQA1.4"	0	1.45	0	0	0	0	0	0	0	0	0	0	0
"ARL4C.3"	0	1.39	0	0	0	0	0	0	0	0	0	0	0
"BID.1"	0	1.38	0	0	0	0	0	0	0	0	0	0	0
"CLIC3.2"	0	1.36	0	0	0	0	0	0	0	0	0	0	0
"IRF2BP2.1"	0	1.36	0	0	0	0	0	0	0	0	0	0	0
"ITM2C.2"	0	1.35	0	0	0	0	0	0	0	0	0	0	0
"REL.4"	0	1.35	0	0	0	0	0	0	0	0	0	0	0
"ALOX5AP.4"	0	1.34	0	0	0	0	0	0	0	0	0	0	0
"TYROBP.4"	0	1.34	0	0	0	0	0	0	0	0	0	0	0
"GNA15.4"	0	1.31	0	0	0	0	0	0	0	0	0	0	0
"C12orf75.2"	0	1.28	0	0	0	0	0	0	0	0	0	0	0
"NFKBID.4"	0	1.24	0	0	0	0	0	0	0	0	0	0	0
"TCF4.3"	0	1.24	0	0	0	0	0	0	0	0	0	0	0
"MAP1A.1"	0	1.23	0	0	0	0	0	0	0	0	0	0	0
"HLA-DQB1.4"	0	1.2	0	0	0	0	0	0	0	0	0	0	0
"HLA-DRA.4"	0	1.17	0	0	0	0	0	0	0	0	0	0	0
"HLA-DRB1.4"	0	1.15	0	0	0	0	0	0	0	0	0	0	0
"HLA-DPA1.4"	0	1.14	0	0	0	0	0	0	0	0	0	0	0
"SELL.4"	0	1.12	0	0	0	0	0	0	0	0	0	0	0
"GPR65.4"	0	1.07	0	0	0	0	0	0	0	0	0	0	0
"HLA-DPB1.4"	0	1.05	0	0	0	0	0	0	0	0	0	0	0
"MALT1.1"	0	1.01	0	0	0	0	0	0	0	0	0	0	0
"CD68.3"	0	0.96	0	0	0	0	0	0	0	0	0	0	0
"CALCRL.3"	0	0.93	0	0	0	0	0	0	0	0	0	0	0
"CXCR3.4"	0	0.9	0	0	0	0	0	0	0	0	0	0	0
"HLA-DMA.4"	0	0.89	0	0	0	0	0	0	0	0	0	0	0
"MZB1.1"	0	0.86	0	0	0	0	0	0	0	0	0	0	0
"FCER1G.4"	0	0.86	0	0	0	0	0	0	0	0	0	0	0
"PLEK.4"	0	0.85	0	0	0	0	0	0	0	0	0	0	0
"GAS6.3"	0	0.84	0	0	0	0	0	0	0	0	0	0	0
"CD4.4"	0	0.75	0	0	0	0	0	0	0	0	0	0	0
"JAML.4"	0	0.73	0	0	0	0	0	0	0	0	0	0	0
"HLA-DMB.4"	0	0.72	0	0	0	0	0	0	0	0	0	0	0
"CD36.1"	0	0.68	0	0	0	0	0	0	0	0	0	0	0
"IGKC.4"	0	0.4	0	0	0	0	0	0	0	0	0	0	0
"KDM6B.2"	0	1.21	0	0	0	0	0	0	0	0	0	0	0
"NCF1.4"	0	1.01	0	0	0	0	0	0	0	0	0	0	0
"PDE4B.3"	0	1.09	0	0	0	0	0	0	0	0	0	0	0
"CXCR4.4"	0	1.2	0	0	0	0	0	0	0	0	0	0	0
"LGMN.1"	0	0.9	0	0	0	0	0	0	0	0	0	0	0
"LYN.4"	0	0.75	0	0	0	0	0	0	0	0	0	0	0
"TRAF4.4"	0	1.03	0	0	0	0	0	0	0	0	0	0	0
"ENPP2.1"	0	0.44	0	0	0	0	0	0	0	0	0	0	0
"PTPRE.2"	0	0.89	0	0	0	0	0	0	0	0	0	0	0
"ZNF331.4"	0	1.53	0	0	0	0	0	0	0	0	0	0	0
"CCR7.4"	0	1.12	0	0	0	0	0	0	0	0	0	0	0
"RGS1.4"	0	1.02	0	0	0	0	0	0	0	0	0	0	0
"BCL2L11.1"	0	0.89	0	0	0	0	0	0	0	0	0	0	0
"RNF149.3"	0	1.06	0	0	0	0	0	0	0	0	0	0	0
"RNASET2.4"	0	0.98	0	0	0	0	0	0	0	0	0	0	0
"NR3C1.3"	0	1.45	0	0	0	0	0	0	0	0	0	0	0
"PFKFB3.2"	0	1.07	0	0	0	0	0	0	0	0	0	0	0
"HSP90B1.3"	0	1.32	0	0	0	0	0	0	0	0	0	0	0
"PTPN1.4"	0	0.91	0	0	0	0	0	0	0	0	0	0	0
"ZC3HAV1.4"	0	1.25	0	0	0	0	0	0	0	0	0	0	0
"PIM2.4"	0	0.85	0	0	0	0	0	0	0	0	0	0	0
"LTB.4"	0	1.42	0	0	0	0	0	0	0	0	0	0	0
"LIME1.1"	0	0.54	0	0	0	0	0	0	0	0	0	0	0
"MEF2C.3"	0	0.56	0	0	0	0	0	0	0	0	0	0	0
"EZR.4"	0	1.23	0	0	0	0	0	0	0	0	0	0	0
"SULF2.2"	0	0.63	0	0	0	0	0	0	0	0	0	0	0
"CDKN1A.2"	0	1.05	0	0	0	0	0	0	0	0	0	0	0
"VAMP8.4"	0	0.86	0	0	0	0	0	0	0	0	0	0	0
"RANBP2.3"	0	1.14	0	0	0	0	0	0	0	0	0	0	0
"NPC2.2"	0	0.91	0	0	0	0	0	0	0	0	0	0	0
"IL10RA.4"	0	0.74	0	0	0	0	0	0	0	0	0	0	0
"MAN1A1.2"	0	0.63	0	0	0	0	0	0	0	0	0	0	0
"SYNGR2.3"	0	0.93	0	0	0	0	0	0	0	0	0	0	0
"SERPINF1.2"	0	0.35	0	0	0	0	0	0	0	0	0	0	0
"GAPDH.3"	0	-1.24	0	0	0	0	0	0	0	0	0	0	0
"HLA-DRB5.4"	0	0.8	0	0	0	0	0	0	0	0	0	0	0
"IGFLR1.4"	0	0.57	0	0	0	0	0	0	0	0	0	0	0
"LGALS3.3"	0	-1.56	0	0	0	0	0	0	0	0	0	0	0
"CREM.4"	0	1.1	0	0	0	0	0	0	0	0	0	0	0
"SERPINB9.3"	0	1.08	0	0	0	0	0	0	0	0	0	0	0
"TNFRSF21.2"	0	0.62	0	0	0	0	0	0	0	0	0	0	0
"RASSF5.4"	0	0.77	0	0	0	0	0	0	0	0	0	0	0
"SELPLG.4"	0	0.77	0	0	0	0	0	0	0	0	0	0	0
"MCL1.2"	0	0.89	0	0	0	0	0	0	0	0	0	0	0
"SPN.4"	0	0.55	0	0	0	0	0	0	0	0	0	0	0
"S100A10.2"	0	-1.59	0	0	0	0	0	0	0	0	0	0	0
"MIR155HG.4"	0	1.59	0	0	0	0	0	0	0	0	0	0	0
"FERMT3.4"	0	0.63	0	0	0	0	0	0	0	0	0	0	0
"ITM2B.2"	0	-1.16	0	0	0	0	0	0	0	0	0	0	0
"PTGDS.2"	0	1.96	0	0	0	0	0	0	0	0	0	0	0
"FLNB.1"	0	0.57	0	0	0	0	0	0	0	0	0	0	0
"TXN.3"	0	1.72	0	0	0	0	0	0	0	0	0	0	0
"CSTB.4"	0	-1.56	0	0	0	0	0	0	0	0	0	0	0
"GRN.1"	0	0.72	0	0	0	0	0	0	0	0	0	0	0
"USP36.3"	0	0.76	0	0	0	0	0	0	0	0	0	0	0
"MX1.2"	0	0.94	0	0	0	0	0	0	0	0	0	0	0
"ZFP36L1.2"	0	-1.09	0	0	0	0	0	0	0	0	0	0	0
"BCL2A1.4"	0	0.89	0	0	0	0	0	0	0	0	0	0	0
"CYBA.4"	0	0.78	0	0	0	0	0	0	0	0	0	0	0
"CTSB.3"	0	0.74	0	0	0	0	0	0	0	0	0	0	0
"TNFSF13B.1"	0	0.42	0	0	0	0	0	0	0	0	0	0	0
"TSPO.1"	0	-0.94	0	0	0	0	0	0	0	0	0	0	0
"UCP2.4"	0	0.55	0	0	0	0	0	0	0	0	0	0	0
"PLP2.3"	0	0.69	0	0	0	0	0	0	0	0	0	0	0
"HLA-DQA2.4"	0	0.9	0	0	0	0	0	0	0	0	0	0	0
"HIST1H2AC.2"	0	0.82	0	0	0	0	0	0	0	0	0	0	0
"SMIM3.3"	0	0.66	0	0	0	0	0	0	0	0	0	0	0
"HIST1H1C.3"	0	0.93	0	0	0	0	0	0	0	0	0	0	0
"LMNA.3"	0	-1.37	0	0	0	0	0	0	0	0	0	0	0
"RPS23.1"	0	0.44	0	0	0	0	0	0	0	0	0	0	0
"ANXA1.1"	0	-1.88	0	0	0	0	0	0	0	0	0	0	0
"TGFBI.2"	0	0.39	0	0	0	0	0	0	0	0	0	0	0
"SRGN.4"	0	0.75	0	0	0	0	0	0	0	0	0	0	0
"PPDPF.1"	0	-0.91	0	0	0	0	0	0	0	0	0	0	0
"MT-CYB.1"	0	-0.99	0	0	0	0	0	0	0	0	0	0	0
"JUN.4"	0	-1.08	0	0	0	0	0	0	0	0	0	0	0
"TPI1.2"	0	-0.92	0	0	0	0	0	0	0	0	0	0	0
"SPINT2.3"	0	0.33	0	0	0	0	0	0	0	0	0	0	0
"SRP14.1"	0	0.5	0	0	0	0	0	0	0	0	0	0	0
"PMEPA1.2"	0	0.58	0	0	0	0	0	0	0	0	0	0	0
"RUNX2.1"	0	0.41	0	0	0	0	0	0	0	0	0	0	0
"CYFIP2.4"	0	0.38	0	0	0	0	0	0	0	0	0	0	0
"PPM1K.2"	0	0.61	0	0	0	0	0	0	0	0	0	0	0
"PPP1R16B.3"	0	0.4	0	0	0	0	0	0	0	0	0	0	0
"LY9.3"	0	0.39	0	0	0	0	0	0	0	0	0	0	0
"SOD1.2"	0	-0.91	0	0	0	0	0	0	0	0	0	0	0
"VIMP.1"	0	0.61	0	0	0	0	0	0	0	0	0	0	0
"CD37.4"	0	0.42	0	0	0	0	0	0	0	0	0	0	0
"SNHG15.3"	0	0.82	0	0	0	0	0	0	0	0	0	0	0
"PKM.4"	0	-0.97	0	0	0	0	0	0	0	0	0	0	0
"APP.4"	0	0.63	0	0	0	0	0	0	0	0	0	0	0
"FOSL2.2"	0	0.83	0	0	0	0	0	0	0	0	0	0	0
"CTSS.3"	0	0.39	0	0	0	0	0	0	0	0	0	0	0
"MYL12A.2"	0	0.57	0	0	0	0	0	0	0	0	0	0	0
"FMNL1.4"	0	0.49	0	0	0	0	0	0	0	0	0	0	0
"CTSC.2"	0	0.97	0	0	0	0	0	0	0	0	0	0	0
"FADS1.2"	0	0.83	0	0	0	0	0	0	0	0	0	0	0
"PHLDA1.3"	0	-1.37	0	0	0	0	0	0	0	0	0	0	0
"CALM1.3"	0	-0.73	0	0	0	0	0	0	0	0	0	0	0
"PLA2G16.1"	0	0.49	0	0	0	0	0	0	0	0	0	0	0
"SUB1.3"	0	0.54	0	0	0	0	0	0	0	0	0	0	0
"IFITM3.4"	0	-2.06	0	0	0	0	0	0	0	0	0	0	0
"RFTN1.1"	0	0.51	0	0	0	0	0	0	0	0	0	0	0
"CD151.4"	0	-0.9	0	0	0	0	0	0	0	0	0	0	0
"CD63.4"	0	-1.3	0	0	0	0	0	0	0	0	0	0	0
"ANXA2.3"	0	-1.33	0	0	0	0	0	0	0	0	0	0	0
"RPS12.3"	0	0.38	0	0	0	0	0	0	0	0	0	0	0
"NR4A2.4"	0	0.92	0	0	0	0	0	0	0	0	0	0	0
"CAPG.4"	0	0.44	0	0	0	0	0	0	0	0	0	0	0
"AD000671.6.4"	0	0.35	0	0	0	0	0	0	0	0	0	0	0
"SELM.4"	0	-1.21	0	0	0	0	0	0	0	0	0	0	0
"ANXA5.4"	0	-1	0	0	0	0	0	0	0	0	0	0	0
"RNF130.1"	0	0.49	0	0	0	0	0	0	0	0	0	0	0
"STMN1.3"	0	0.41	0	0	0	0	0	0	0	0	0	0	0
"HINT1.2"	0	0.47	0	0	0	0	0	0	0	0	0	0	0
"TIMP1.4"	0	-2.1	0	0	0	0	0	0	0	0	0	0	0
"LPXN.4"	0	0.48	0	0	0	0	0	0	0	0	0	0	0
"FTL.1"	0	0.65	0	0	0	0	0	0	0	0	0	0	0
"RHOB.3"	0	-1.26	0	0	0	0	0	0	0	0	0	0	0
"SEPT6.4"	0	0.48	0	0	0	0	0	0	0	0	0	0	0
"NFKB1.2"	0	0.65	0	0	0	0	0	0	0	0	0	0	0
"ID3.4"	0	-1.49	0	0	0	0	0	0	0	0	0	0	0
"AP1S2.1"	0	0.44	0	0	0	0	0	0	0	0	0	0	0
"TP53I11.1"	0	0.43	0	0	0	0	0	0	0	0	0	0	0
"NR4A1.1"	0	0.54	0	0	0	0	0	0	0	0	0	0	0
"ATP5E.1"	0	0.39	0	0	0	0	0	0	0	0	0	0	0
"RPL8.3"	0	-0.59	0	0	0	0	0	0	0	0	0	0	0
"PLVAP.1"	0	-0.37	0	0	0	0	0	0	0	0	0	0	0
"S100A11.2"	0	-1.28	0	0	0	0	0	0	0	0	0	0	0
"NGFRAP1.4"	0	-0.88	0	0	0	0	0	0	0	0	0	0	0
"MIF.2"	0	-0.86	0	0	0	0	0	0	0	0	0	0	0
"PERP.1"	0	-1.84	0	0	0	0	0	0	0	0	0	0	0
"AKAP13.4"	0	0.66	0	0	0	0	0	0	0	0	0	0	0
"ST8SIA4.3"	0	0.44	0	0	0	0	0	0	0	0	0	0	0
"CD59.3"	0	-0.96	0	0	0	0	0	0	0	0	0	0	0
"ACTN4.1"	0	0.52	0	0	0	0	0	0	0	0	0	0	0
"CCDC69.1"	0	0.4	0	0	0	0	0	0	0	0	0	0	0
"ALDH2.2"	0	0.49	0	0	0	0	0	0	0	0	0	0	0
"TXNIP.3"	0	-1.03	0	0	0	0	0	0	0	0	0	0	0
"BTG2.2"	0	0.76	0	0	0	0	0	0	0	0	0	0	0
"LDHA.1"	0	-0.78	0	0	0	0	0	0	0	0	0	0	0
"COTL1.4"	0	-1.05	0	0	0	0	0	0	0	0	0	0	0
"RARRES3.2"	0	-1.01	0	0	0	0	0	0	0	0	0	0	0
"YPEL5.4"	0	0.56	0	0	0	0	0	0	0	0	0	0	0
"SEPW1.2"	0	-0.73	0	0	0	0	0	0	0	0	0	0	0
"HES4.2"	0	0.68	0	0	0	0	0	0	0	0	0	0	0
"FAU.4"	0	0.28	0	0	0	0	0	0	0	0	0	0	0
"IFITM1.1"	0	-1.01	0	0	0	0	0	0	0	0	0	0	0
"ITGB1.4"	0	-0.81	0	0	0	0	0	0	0	0	0	0	0
"LINC-PINT.4"	0	0.43	0	0	0	0	0	0	0	0	0	0	0
"RELB.1"	0	0.53	0	0	0	0	0	0	0	0	0	0	0
"KPNA2.2"	0	0.45	0	0	0	0	0	0	0	0	0	0	0
"SOX4.2"	0	1.26	0	0	0	0	0	0	0	0	0	0	0
"DDX21.2"	0	0.52	0	0	0	0	0	0	0	0	0	0	0
"ACTG1.1"	0	-0.69	0	0	0	0	0	0	0	0	0	0	0
"RPS28.3"	0	0.36	0	0	0	0	0	0	0	0	0	0	0
"TRABD.3"	0	0.48	0	0	0	0	0	0	0	0	0	0	0
"DDAH2.2"	0	0.46	0	0	0	0	0	0	0	0	0	0	0
"H3F3B.2"	0	0.51	0	0	0	0	0	0	0	0	0	0	0
"CCND3.2"	0	0.54	0	0	0	0	0	0	0	0	0	0	0
"CEBPB.3"	0	-0.74	0	0	0	0	0	0	0	0	0	0	0
"DBI.2"	0	0.61	0	0	0	0	0	0	0	0	0	0	0
"ALDOA.3"	0	-0.69	0	0	0	0	0	0	0	0	0	0	0
"EGR1.4"	0	-1.58	0	0	0	0	0	0	0	0	0	0	0
"RASGEF1B.4"	0	0.42	0	0	0	0	0	0	0	0	0	0	0
"GBP2.1"	0	-0.71	0	0	0	0	0	0	0	0	0	0	0
"DDIT4.4"	0	0.54	0	0	0	0	0	0	0	0	0	0	0
"IKZF1.4"	0	0.34	0	0	0	0	0	0	0	0	0	0	0
"DUSP1.4"	0	-0.82	0	0	0	0	0	0	0	0	0	0	0
"TNFRSF1B.4"	0	0.38	0	0	0	0	0	0	0	0	0	0	0
"MGST3.4"	0	-0.68	0	0	0	0	0	0	0	0	0	0	0
"PAG1.1"	0	0.38	0	0	0	0	0	0	0	0	0	0	0
"ZFP36.3"	0	0.48	0	0	0	0	0	0	0	0	0	0	0
"YBX3.3"	0	-0.71	0	0	0	0	0	0	0	0	0	0	0
"RPS27L.2"	0	-0.65	0	0	0	0	0	0	0	0	0	0	0
"HNRNPUL1.1"	0	0.51	0	0	0	0	0	0	0	0	0	0	0
"GPR132.1"	0	0.34	0	0	0	0	0	0	0	0	0	0	0
"LGALS3BP.4"	0	-0.87	0	0	0	0	0	0	0	0	0	0	0
"MT-ND3.1"	0	-0.68	0	0	0	0	0	0	0	0	0	0	0
"SERP1.2"	0	0.38	0	0	0	0	0	0	0	0	0	0	0
"POLR2A.1"	0	0.55	0	0	0	0	0	0	0	0	0	0	0
"C9orf142.4"	0	0.51	0	0	0	0	0	0	0	0	0	0	0
"SERPINH1.2"	0	-1.13	0	0	0	0	0	0	0	0	0	0	0
"CEBPD.2"	0	-1.15	0	0	0	0	0	0	0	0	0	0	0
"NEAT1.3"	0	0.46	0	0	0	0	0	0	0	0	0	0	0
"S100A16.3"	0	-0.98	0	0	0	0	0	0	0	0	0	0	0
"ACTN1.3"	0	-0.72	0	0	0	0	0	0	0	0	0	0	0
"PTRF.4"	0	-0.82	0	0	0	0	0	0	0	0	0	0	0
"EMP2.3"	0	-0.68	0	0	0	0	0	0	0	0	0	0	0
"COX5A.1"	0	0.49	0	0	0	0	0	0	0	0	0	0	0
"CD38.3"	0	0.37	0	0	0	0	0	0	0	0	0	0	0
"LBH.1"	0	-0.66	0	0	0	0	0	0	0	0	0	0	0
"CHMP1B.2"	0	0.92	0	0	0	0	0	0	0	0	0	0	0
"CYSTM1.1"	0	0.42	0	0	0	0	0	0	0	0	0	0	0
"RPS8.1"	0	0.29	0	0	0	0	0	0	0	0	0	0	0
"MKNK2.1"	0	0.57	0	0	0	0	0	0	0	0	0	0	0
"TGFB1.2"	0	0.48	0	0	0	0	0	0	0	0	0	0	0
"DOCK2.4"	0	0.26	0	0	0	0	0	0	0	0	0	0	0
"SRSF7.4"	0	0.51	0	0	0	0	0	0	0	0	0	0	0
"PARVB.1"	0	0.4	0	0	0	0	0	0	0	0	0	0	0
"CALM3.2"	0	-0.62	0	0	0	0	0	0	0	0	0	0	0
"CSRP1.2"	0	-0.58	0	0	0	0	0	0	0	0	0	0	0
"NKG7.4"	0	-0.49	0	0	0	0	0	0	0	0	0	0	0
"ARHGAP4.3"	0	0.31	0	0	0	0	0	0	0	0	0	0	0
"CALD1.4"	0	-1.52	0	0	0	0	0	0	0	0	0	0	0
"CD44.3"	0	-0.79	0	0	0	0	0	0	0	0	0	0	0
"IGFBP7.4"	0	-2.55	0	0	0	0	0	0	0	0	0	0	0
"PDLIM1.1"	0	-0.92	0	0	0	0	0	0	0	0	0	0	0
"ID2.1"	0	1.02	0	0	0	0	0	0	0	0	0	0	0
"EMP1.3"	0	-0.95	0	0	0	0	0	0	0	0	0	0	0
"RHBDD2.1"	0	-0.65	0	0	0	0	0	0	0	0	0	0	0
"S100A13.4"	0	-0.72	0	0	0	0	0	0	0	0	0	0	0
"DPYSL2.1"	0	0.32	0	0	0	0	0	0	0	0	0	0	0
"MDK.4"	0	-0.91	0	0	0	0	0	0	0	0	0	0	0
"IGFBP4.3"	0	-1.59	0	0	0	0	0	0	0	0	0	0	0
"CNN3.4"	0	-0.79	0	0	0	0	0	0	0	0	0	0	0
"SYNE2.3"	0	-0.62	0	0	0	0	0	0	0	0	0	0	0
"SEC61G.2"	0	0.34	0	0	0	0	0	0	0	0	0	0	0
"YWHAB.1"	0	-0.49	0	0	0	0	0	0	0	0	0	0	0
"NUPR1.3"	0	-0.86	0	0	0	0	0	0	0	0	0	0	0
"NUCB2.2"	0	0.49	0	0	0	0	0	0	0	0	0	0	0
"RRBP1.2"	0	0.45	0	0	0	0	0	0	0	0	0	0	0
"TPM1.2"	0	-1.02	0	0	0	0	0	0	0	0	0	0	0
"ITM2A.3"	0	-0.92	0	0	0	0	0	0	0	0	0	0	0
"DNPH1.2"	0	-0.6	0	0	0	0	0	0	0	0	0	0	0
"GABARAP.2"	0	0.35	0	0	0	0	0	0	0	0	0	0	0
"YWHAH.1"	0	-0.62	0	0	0	0	0	0	0	0	0	0	0
"GRB2.4"	0	0.38	0	0	0	0	0	0	0	0	0	0	0
"TRAF1.3"	0	0.58	0	0	0	0	0	0	0	0	0	0	0
"MSN.2"	0	-0.63	0	0	0	0	0	0	0	0	0	0	0
"PABPC1.4"	0	0.28	0	0	0	0	0	0	0	0	0	0	0
"PPIB.3"	0	0.31	0	0	0	0	0	0	0	0	0	0	0
"SSR3.1"	0	0.42	0	0	0	0	0	0	0	0	0	0	0
"PPIC.3"	0	-0.64	0	0	0	0	0	0	0	0	0	0	0
"PDLIM4.3"	0	-0.56	0	0	0	0	0	0	0	0	0	0	0
"STOM.1"	0	-0.63	0	0	0	0	0	0	0	0	0	0	0
"NCKAP1L.4"	0	0.26	0	0	0	0	0	0	0	0	0	0	0
"MYL9.3"	0	-1.36	0	0	0	0	0	0	0	0	0	0	0
"SPARC.3"	0	-2.66	0	0	0	0	0	0	0	0	0	0	0
"CTSA.1"	0	-0.57	0	0	0	0	0	0	0	0	0	0	0
"LGALS9.2"	0	0.33	0	0	0	0	0	0	0	0	0	0	0
"ODC1.4"	0	0.51	0	0	0	0	0	0	0	0	0	0	0
"NFKB2.1"	0	0.39	0	0	0	0	0	0	0	0	0	0	0
"SPG20.1"	0	0.3	0	0	0	0	0	0	0	0	0	0	0
"RALA.1"	0	0.48	0	0	0	0	0	0	0	0	0	0	0
"PIM1.2"	0	-0.62	0	0	0	0	0	0	0	0	0	0	0
"RP11-1000B6.3.1"	0	0.29	0	0	0	0	0	0	0	0	0	0	0
"RGCC.4"	0	-1.12	0	0	0	0	0	0	0	0	0	0	0
"MMP14.2"	0	-0.78	0	0	0	0	0	0	0	0	0	0	0
"EVL.4"	0	-0.82	0	0	0	0	0	0	0	0	0	0	0
"PLD3.2"	0	-0.59	0	0	0	0	0	0	0	0	0	0	0
"SH3GL1.1"	0	0.34	0	0	0	0	0	0	0	0	0	0	0
"CAV1.3"	0	-0.88	0	0	0	0	0	0	0	0	0	0	0
"CDC42EP3.2"	0	-0.56	0	0	0	0	0	0	0	0	0	0	0
"IER3.3"	0	-1.35	0	0	0	0	0	0	0	0	0	0	0
"STAT2.1"	0	0.31	0	0	0	0	0	0	0	0	0	0	0
"CTSL.2"	0	-0.87	0	0	0	0	0	0	0	0	0	0	0
"STAT4.4"	0	0.25	0	0	0	0	0	0	0	0	0	0	0
"CYR61.4"	0	-1.47	0	0	0	0	0	0	0	0	0	0	0
"GNAS.1"	0	0.38	0	0	0	0	0	0	0	0	0	0	0
"MYC.2"	0	-0.85	0	0	0	0	0	0	0	0	0	0	0
"GBP1.2"	0	-0.55	0	0	0	0	0	0	0	0	0	0	0
"HSPB1.3"	0	-0.47	0	0	0	0	0	0	0	0	0	0	0
"GNG5.1"	0	0.37	0	0	0	0	0	0	0	0	0	0	0
"CTTN.1"	0	-0.57	0	0	0	0	0	0	0	0	0	0	0
"LIMS1.1"	0	-0.52	0	0	0	0	0	0	0	0	0	0	0
"CNBP.1"	0	-0.45	0	0	0	0	0	0	0	0	0	0	0
"NBL1.2"	0	-0.7	0	0	0	0	0	0	0	0	0	0	0
"VAT1.3"	0	-0.52	0	0	0	0	0	0	0	0	0	0	0
"ACTB.3"	0	-0.54	0	0	0	0	0	0	0	0	0	0	0
"EPHX1.2"	0	-0.58	0	0	0	0	0	0	0	0	0	0	0
"TNFRSF12A.2"	0	-0.75	0	0	0	0	0	0	0	0	0	0	0
"AGTRAP.1"	0	-0.42	0	0	0	0	0	0	0	0	0	0	0
"PRKCDBP.4"	0	-0.7	0	0	0	0	0	0	0	0	0	0	0
"G3BP2.4"	0	0.45	0	0	0	0	0	0	0	0	0	0	0
"CKAP4.1"	0	-0.43	0	0	0	0	0	0	0	0	0	0	0
"LCP1.4"	0	0.3	0	0	0	0	0	0	0	0	0	0	0
"HCFC1R1.3"	0	-0.53	0	0	0	0	0	0	0	0	0	0	0
"MARCKS.3"	0	-0.48	0	0	0	0	0	0	0	0	0	0	0
"ISG20.4"	0	0.47	0	0	0	0	0	0	0	0	0	0	0
"LAP3.1"	0	0.41	0	0	0	0	0	0	0	0	0	0	0
"SOCS3.2"	0	0.31	0	0	0	0	0	0	0	0	0	0	0
"CD3D.4"	0	-1.29	0	0	0	0	0	0	0	0	0	0	0
"MOB1A.3"	0	0.35	0	0	0	0	0	0	0	0	0	0	0
"CUTA.1"	0	-0.46	0	0	0	0	0	0	0	0	0	0	0
"LRRFIP1.2"	0	0.35	0	0	0	0	0	0	0	0	0	0	0
"PGRMC1.3"	0	-0.48	0	0	0	0	0	0	0	0	0	0	0
"GPNMB.3"	0	-0.83	0	0	0	0	0	0	0	0	0	0	0
"RORA.1"	0	-0.57	0	0	0	0	0	0	0	0	0	0	0
"RND3.3"	0	-0.65	0	0	0	0	0	0	0	0	0	0	0
"SDCBP.2"	0	-0.57	0	0	0	0	0	0	0	0	0	0	0
"ENO1.3"	0	-0.65	0	0	0	0	0	0	0	0	0	0	0
"MAGED2.3"	0	-0.48	0	0	0	0	0	0	0	0	0	0	0
"PRDX1.1"	0	-0.59	0	0	0	0	0	0	0	0	0	0	0
"BTG1.4"	0	-0.96	0	0	0	0	0	0	0	0	0	0	0
"APLP2.1"	0	-0.54	0	0	0	0	0	0	0	0	0	0	0
"C1R.3"	0	-0.74	0	0	0	0	0	0	0	0	0	0	0
"CREG1.1"	0	-0.47	0	0	0	0	0	0	0	0	0	0	0
"MFAP2.4"	0	-0.86	0	0	0	0	0	0	0	0	0	0	0
"PDLIM7.2"	0	-0.44	0	0	0	0	0	0	0	0	0	0	0
"TCEAL4.4"	0	-0.39	0	0	0	0	0	0	0	0	0	0	0
"TGFBR2.1"	0	0.29	0	0	0	0	0	0	0	0	0	0	0
"C1S.3"	0	-1.35	0	0	0	0	0	0	0	0	0	0	0
"MFGE8.3"	0	-0.64	0	0	0	0	0	0	0	0	0	0	0
"TIMP3.4"	0	-1.47	0	0	0	0	0	0	0	0	0	0	0
"SAMSN1.4"	0	-0.85	0	0	0	0	0	0	0	0	0	0	0
"C12orf57.2"	0	-0.54	0	0	0	0	0	0	0	0	0	0	0
"UPP1.2"	0	-0.56	0	0	0	0	0	0	0	0	0	0	0
"SAT1.1"	0	0.45	0	0	0	0	0	0	0	0	0	0	0
"HN1.3"	0	-0.59	0	0	0	0	0	0	0	0	0	0	0
